ISO3_code,Name of Indicator,Year,IndicatorType,Sub indicator,Ranking,Score,Sub-componentValue,Organization
TUR,World Governance Indicator,2018,Sub_components,Rule of Law,,,-0.390099376,World Bank
TUR,World Governance Indicator,2018,Sub_components,Voice and Accountability,,,-0.845906079,World Bank
TUR,World Governance Indicator,2019,Sub_components,Control of Corruption,,,-0.325921059,World Bank
TUR,World Governance Indicator,2019,Sub_components,Government Effectiveness,,,-0.020463871,World Bank
TUR,World Governance Indicator,2019,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.378181696,World Bank
TUR,World Governance Indicator,2019,Sub_components,Regulatory Quality,,,-0.02041775,World Bank
TUR,World Governance Indicator,2019,Sub_components,Rule of Law,,,-0.346833646,World Bank
TUR,World Governance Indicator,2019,Sub_components,Voice and Accountability,,,-0.834213257,World Bank
TUR,World Governance Indicator,2020,Sub_components,Control of Corruption,,,-0.361754,World Bank
TUR,World Governance Indicator,2020,Sub_components,Government Effectiveness,,,-0.158797756,World Bank
TUR,World Governance Indicator,2020,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.143882632,World Bank
TUR,World Governance Indicator,2020,Sub_components,Regulatory Quality,,,-0.024792725,World Bank
TUR,World Governance Indicator,2020,Sub_components,Rule of Law,,,-0.418659002,World Bank
TUR,World Governance Indicator,2020,Sub_components,Voice and Accountability,,,-0.860594511,World Bank
TUR,World Governance Indicator,2021,Sub_components,Control of Corruption,,,-0.408259898,World Bank
TUR,World Governance Indicator,2021,Sub_components,Government Effectiveness,,,-0.119116463,World Bank
TUR,World Governance Indicator,2021,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.136792779,World Bank
TUR,World Governance Indicator,2021,Sub_components,Regulatory Quality,,,-0.10066618,World Bank
TUR,World Governance Indicator,2021,Sub_components,Rule of Law,,,-0.433712125,World Bank
TUR,World Governance Indicator,2021,Sub_components,Voice and Accountability,,,-0.859934807,World Bank
TUR,World Governance Indicator,2022,Sub_components,Control of Corruption,,,-0.46810627,World Bank
TUR,World Governance Indicator,2022,Sub_components,Government Effectiveness,,,-0.199645326,World Bank
TUR,World Governance Indicator,2022,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.032234788,World Bank
TUR,World Governance Indicator,2022,Sub_components,Regulatory Quality,,,-0.244638905,World Bank
TUR,World Governance Indicator,2022,Sub_components,Rule of Law,,,-0.459680617,World Bank
TUR,World Governance Indicator,2022,Sub_components,Voice and Accountability,,,-0.926404357,World Bank
TUR,World Governance Indicator,2023,Sub_components,Control of Corruption,,,-0.50248909,World Bank
TUR,World Governance Indicator,2023,Sub_components,Government Effectiveness,,,-0.247911587,World Bank
TUR,World Governance Indicator,2023,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.011080384,World Bank
TUR,World Governance Indicator,2023,Sub_components,Regulatory Quality,,,-0.229510218,World Bank
TUR,World Governance Indicator,2023,Sub_components,Rule of Law,,,-0.511972904,World Bank
TUR,World Governance Indicator,2023,Sub_components,Voice and Accountability,,,-0.860576987,World Bank
UKR,Chandler Good Government Index,2021,Ranking,,201/600,,,Chandler Institute of Governance
UKR,Chandler Good Government Index,2022,Ranking,,235/600,,,Chandler Institute of Governance
UKR,Chandler Good Government Index,2023,Ranking,,250/600,,,Chandler Institute of Governance
UKR,Chandler Good Government Index,2024,Ranking,,207/600,,,Chandler Institute of Governance
UKR,Chandler Good Government Index,2025,Ranking,,201/600,,,Chandler Institute of Governance
UKR,Corruption Perception Index (CPI),2016,Ranking,,131/176,,,Transparency International
UKR,Corruption Perception Index (CPI),2017,Ranking,,130/180,,,Transparency International
UKR,Corruption Perception Index (CPI),2018,Ranking,,120/180,,,Transparency International
UKR,Corruption Perception Index (CPI),2019,Ranking,,126/180,,,Transparency International
UKR,Corruption Perception Index (CPI),2020,Ranking,,117/179,,,Transparency International
UKR,Corruption Perception Index (CPI),2022,Ranking,,116/180,,,Transparency International
UKR,Corruption Perception Index (CPI),2023,Ranking,,104/180,,,Transparency International
UKR,Corruption Perception Index (CPI),2024,Ranking,,105/180,,,Transparency International
UKR,World Governance Indicator,1996,Sub_components,Control of Corruption,,,-1.110136986,World Bank
UKR,World Governance Indicator,1996,Sub_components,Government Effectiveness,,,-0.670080245,World Bank
UKR,World Governance Indicator,1996,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.152148813,World Bank
UKR,World Governance Indicator,1996,Sub_components,Regulatory Quality,,,-0.41892156,World Bank
UKR,World Governance Indicator,1996,Sub_components,Rule of Law,,,-0.823546648,World Bank
UKR,World Governance Indicator,1996,Sub_components,Voice and Accountability,,,-0.324850231,World Bank
UKR,World Governance Indicator,1998,Sub_components,Control of Corruption,,,-1.258209944,World Bank
UKR,World Governance Indicator,1998,Sub_components,Government Effectiveness,,,-0.848181307,World Bank
UKR,World Governance Indicator,1998,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.120933816,World Bank
UKR,World Governance Indicator,1998,Sub_components,Regulatory Quality,,,-0.707292855,World Bank
UKR,World Governance Indicator,1998,Sub_components,Rule of Law,,,-0.982280314,World Bank
UKR,World Governance Indicator,1998,Sub_components,Voice and Accountability,,,-0.240636587,World Bank
UKR,World Governance Indicator,2000,Sub_components,Control of Corruption,,,-1.110609293,World Bank
UKR,World Governance Indicator,2000,Sub_components,Government Effectiveness,,,-0.675985157,World Bank
UKR,World Governance Indicator,2000,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.409486443,World Bank
UKR,World Governance Indicator,2000,Sub_components,Regulatory Quality,,,-0.405505002,World Bank
UKR,World Governance Indicator,2000,Sub_components,Rule of Law,,,-1.093720078,World Bank
UKR,World Governance Indicator,2000,Sub_components,Voice and Accountability,,,-0.610850632,World Bank
UKR,World Governance Indicator,2002,Sub_components,Control of Corruption,,,-1.091393948,World Bank
UKR,World Governance Indicator,2002,Sub_components,Government Effectiveness,,,-0.695505381,World Bank
UKR,World Governance Indicator,2002,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.293485135,World Bank
UKR,World Governance Indicator,2002,Sub_components,Regulatory Quality,,,-0.624253511,World Bank
UKR,World Governance Indicator,2002,Sub_components,Rule of Law,,,-0.843995512,World Bank
UKR,World Governance Indicator,2002,Sub_components,Voice and Accountability,,,-0.519448936,World Bank
UKR,World Governance Indicator,2003,Sub_components,Control of Corruption,,,-0.966655314,World Bank
UKR,World Governance Indicator,2003,Sub_components,Government Effectiveness,,,-0.673910856,World Bank
UKR,World Governance Indicator,2003,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.363617957,World Bank
UKR,World Governance Indicator,2003,Sub_components,Regulatory Quality,,,-0.555056512,World Bank
UKR,World Governance Indicator,2003,Sub_components,Rule of Law,,,-0.823217571,World Bank
UKR,World Governance Indicator,2003,Sub_components,Voice and Accountability,,,-0.589256763,World Bank
UKR,World Governance Indicator,2004,Sub_components,Control of Corruption,,,-0.979341567,World Bank
UKR,World Governance Indicator,2004,Sub_components,Government Effectiveness,,,-0.666463196,World Bank
UKR,World Governance Indicator,2004,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.471536189,World Bank
UKR,World Governance Indicator,2004,Sub_components,Regulatory Quality,,,-0.347879618,World Bank
UKR,World Governance Indicator,2004,Sub_components,Rule of Law,,,-0.775088072,World Bank
UKR,World Governance Indicator,2004,Sub_components,Voice and Accountability,,,-0.671051443,World Bank
UKR,World Governance Indicator,2005,Sub_components,Control of Corruption,,,-0.740642905,World Bank
UKR,World Governance Indicator,2005,Sub_components,Government Effectiveness,,,-0.671290219,World Bank
UKR,World Governance Indicator,2005,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.285366565,World Bank
UKR,World Governance Indicator,2005,Sub_components,Regulatory Quality,,,-0.510850072,World Bank
UKR,World Governance Indicator,2005,Sub_components,Rule of Law,,,-0.804544687,World Bank
UKR,World Governance Indicator,2005,Sub_components,Voice and Accountability,,,-0.285324872,World Bank
UKR,World Governance Indicator,2006,Sub_components,Control of Corruption,,,-0.772781849,World Bank
UKR,World Governance Indicator,2006,Sub_components,Government Effectiveness,,,-0.523428202,World Bank
UKR,World Governance Indicator,2006,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.036877617,World Bank
UKR,World Governance Indicator,2006,Sub_components,Regulatory Quality,,,-0.486631006,World Bank
UKR,World Governance Indicator,2006,Sub_components,Rule of Law,,,-0.821370304,World Bank
UKR,World Governance Indicator,2006,Sub_components,Voice and Accountability,,,0.04964127,World Bank
UKR,World Governance Indicator,2007,Sub_components,Control of Corruption,,,-0.820174932,World Bank
UKR,World Governance Indicator,2007,Sub_components,Government Effectiveness,,,-0.724815309,World Bank
UKR,World Governance Indicator,2007,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.172825918,World Bank
UKR,World Governance Indicator,2007,Sub_components,Regulatory Quality,,,-0.409717262,World Bank
UKR,World Governance Indicator,2007,Sub_components,Rule of Law,,,-0.746359885,World Bank
UKR,World Governance Indicator,2007,Sub_components,Voice and Accountability,,,0.06411846,World Bank
UKR,World Governance Indicator,2008,Sub_components,Control of Corruption,,,-0.862514138,World Bank
UKR,World Governance Indicator,2008,Sub_components,Government Effectiveness,,,-0.787461042,World Bank
UKR,World Governance Indicator,2008,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.042514395,World Bank
UKR,World Governance Indicator,2008,Sub_components,Regulatory Quality,,,-0.516110599,World Bank
UKR,World Governance Indicator,2008,Sub_components,Rule of Law,,,-0.703015566,World Bank
UKR,World Governance Indicator,2008,Sub_components,Voice and Accountability,,,0.0906661,World Bank
UKR,World Governance Indicator,2009,Sub_components,Control of Corruption,,,-1.071736813,World Bank
UKR,World Governance Indicator,2009,Sub_components,Government Effectiveness,,,-0.844365835,World Bank
UKR,World Governance Indicator,2009,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.302319407,World Bank
UKR,World Governance Indicator,2009,Sub_components,Regulatory Quality,,,-0.559112489,World Bank
UKR,World Governance Indicator,2009,Sub_components,Rule of Law,,,-0.786728382,World Bank
UKR,World Governance Indicator,2009,Sub_components,Voice and Accountability,,,0.059088912,World Bank
UKR,World Governance Indicator,2010,Sub_components,Control of Corruption,,,-1.031962514,World Bank
UKR,World Governance Indicator,2010,Sub_components,Government Effectiveness,,,-0.820753992,World Bank
UKR,World Governance Indicator,2010,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.013131719,World Bank
UKR,World Governance Indicator,2010,Sub_components,Regulatory Quality,,,-0.454440266,World Bank
UKR,World Governance Indicator,2010,Sub_components,Rule of Law,,,-0.844159186,World Bank
UKR,World Governance Indicator,2010,Sub_components,Voice and Accountability,,,-0.083982021,World Bank
UKR,World Governance Indicator,2011,Sub_components,Control of Corruption,,,-1.086713314,World Bank
UKR,World Governance Indicator,2011,Sub_components,Government Effectiveness,,,-0.86709398,World Bank
UKR,World Governance Indicator,2011,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.070431463,World Bank
UKR,World Governance Indicator,2011,Sub_components,Regulatory Quality,,,-0.563705266,World Bank
UKR,World Governance Indicator,2011,Sub_components,Rule of Law,,,-0.851141274,World Bank
UKR,World Governance Indicator,2011,Sub_components,Voice and Accountability,,,-0.132440627,World Bank
UKR,World Governance Indicator,2012,Sub_components,Control of Corruption,,,-1.117539167,World Bank
UKR,World Governance Indicator,2012,Sub_components,Government Effectiveness,,,-0.594552815,World Bank
UKR,World Governance Indicator,2012,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.092274904,World Bank
UKR,World Governance Indicator,2012,Sub_components,Regulatory Quality,,,-0.554683208,World Bank
UKR,World Governance Indicator,2012,Sub_components,Rule of Law,,,-0.817339003,World Bank
UKR,World Governance Indicator,2012,Sub_components,Voice and Accountability,,,-0.279543012,World Bank
UKR,World Governance Indicator,2013,Sub_components,Control of Corruption,,,-1.176667333,World Bank
UKR,World Governance Indicator,2013,Sub_components,Government Effectiveness,,,-0.664322078,World Bank
UKR,World Governance Indicator,2013,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.77728498,World Bank
UKR,World Governance Indicator,2013,Sub_components,Regulatory Quality,,,-0.585612416,World Bank
